request_id,age,spoke_with_agent,documents_send,documents_recieved,flag,delivery_pickup,session_duration,bounce_rate,sessions,visited_partners,step_1,step_2,step_3,user_type
33e46c03462a09c6b87ac05b31c07621,24,1,0,0,0,delivery,51.666666666666664,0.0,3,0,3,0,0,new
f0be76663551c6315918227637d12c32,34,1,0,0,0,pickup,158.5,0.0,2,0,2,0,0,new
0dac2fab58dbb50beac3af3d0954b11f,30,0,0,0,0,pickup,76.0,0.0,1,0,0,0,0,new
ffa10df287d696cfd28758b89eba94bf,50,0,0,0,0,pickup,247.0,0.0,1,0,0,0,0,old
7ecc4478b42df8100579f81ff5cf393d,37,1,0,0,0,delivery,277.0,0.0,1,0,1,0,0,new
23d6abbe11717f4e03a77bbfbab93ca7,27,0,0,0,0,pickup,545.0,0.0,1,0,1,0,1,old
23d6abbe11717f4e03a77bbfbab93ca7,27,0,0,0,0,not_stated,0.0,1.0,2,0,0,0,0,new
3126585a2de986be6eb7e207cdb04f47,30,1,0,0,0,not_stated,93.0,0.0,1,0,0,0,0,new
ffcbdb3211924b4fed577e7d703d4b82,35,0,0,0,0,pickup,88.0,0.0,1,0,0,0,0,new
5322d70c3ff41dcffd07a612fd9a43d2,22,0,0,0,0,pickup,60.0,0.0,1,0,0,0,0,new
eede0aa5ba63928a60221acdc6b83bde,20,1,0,0,0,pickup,189.0,0.0,1,0,1,0,1,new
4c9a421ac32ffc43bb382a8710adc292,38,1,0,0,0,pickup,411.0,0.0,1,0,1,0,1,old
cab898d2e2d2e7667a33023c252ab9e6,25,1,0,0,0,pickup,191.0,0.0,1,0,1,0,0,old
782ed6ca295207aabe7e4728c6c45128,45,1,0,0,0,pickup,180.0,0.0,1,0,1,0,1,old
693381bc848de48ae6528a2a6b0ae18f,29,1,0,0,0,pickup,61.0,0.0,1,0,0,0,0,new
145cde6eaa9f29f784623d2901a1bc16,21,1,0,0,0,not_stated,301.0,0.0,1,0,0,0,0,new
d38b390aad4c153eb8a3f6c447d7aaed,38,1,0,0,0,pickup,139.0,0.0,1,0,0,0,0,new
7cb99f2e9e86ac582b7f891ffd9fd2f9,36,1,0,0,0,pickup,117.0,0.0,1,0,0,0,0,new
b4daf798c30c416d828d122f8fb9271e,20,1,0,0,0,delivery,43.0,0.0,1,0,1,0,0,new
cf0de3119e771de0b82d95f16801f2d8,22,1,0,0,0,pickup,144.0,0.0,2,0,2,0,1,new
b8456de123cf68a919d4080d4715bec8,34,1,0,0,0,pickup,107.0,0.0,2,0,2,0,0,new
da4e8a6c4c28b38ab317439039ac39d4,26,1,0,0,0,pickup,107.0,0.0,1,0,1,0,1,old
a37eb5143d54bf6b7fa817e0c06a7ec9,41,1,0,0,0,pickup,31.0,0.0,5,0,5,0,0,new
51908be9dbb8383bf0ede592e70ef719,43,1,0,0,0,pickup,589.0,0.0,1,0,1,0,0,new
b5f2bd7436d4b19bbcebf105a671c0d4,32,1,0,0,0,pickup,804.0,0.0,1,0,1,0,1,new
1fb3401c4945bc7ade29369082fac0ea,30,1,0,0,0,delivery,147.0,0.0,1,0,1,0,0,new
77f80ae22effff11a7bf40c6de245f30,42,0,0,0,0,delivery,128.5,0.5,2,0,2,0,0,new
d3b001caa128e49ef019fd6e52c95f27,25,0,0,0,0,pickup,58.0,0.0,1,0,0,0,0,new
11fe2e8f6cffd0e72ff4acfd5c81d960,26,0,0,0,0,pickup,51.0,0.0,1,0,1,0,0,new
9f8bd0d8cd721f8701765f8542752210,36,0,0,0,0,pickup,216.0,0.0,1,0,1,0,1,new
682799f9d5e20837756b534c999eab93,33,1,0,0,0,pickup,232.0,0.0,1,0,0,0,0,new
99c732ffde198c6a4b10ba1bbb41d1c0,23,1,0,0,0,pickup,208.0,0.0,1,0,0,0,0,new
9138733da94cc6a2669216ad76b4f4e2,21,1,0,0,0,pickup,299.5,0.0,2,0,2,0,0,old
9c7e08dbb8267f33417a992d99265255,32,1,0,0,0,pickup,206.0,0.0,1,0,1,0,1,new
544f520f89ed15882fec463324338777,39,1,0,0,0,not_stated,433.0,0.0,1,0,0,0,0,new
e2b621f6de9bc8510682fad23d84676b,40,1,0,0,0,delivery,158.0,0.0,2,0,2,0,0,new
149840bd6fb9c3c533af0faf7016689c,31,1,0,0,0,not_stated,56.0,0.0,1,0,0,0,0,new
149840bd6fb9c3c533af0faf7016689c,31,1,0,0,0,pickup,9.0,0.0,1,0,1,0,0,old
12bef9be204cb737432bd0fcd9705af5,44,1,0,0,0,pickup,137.0,0.0,1,0,0,0,0,new
9a1e7cb4c7fb5afb73bc6a687cf80f38,60,1,0,0,0,pickup,170.0,0.0,1,0,0,0,0,new
acbb2b4c9f5a4031c6a15d8d2c171e48,22,1,0,0,0,pickup,30.5,0.5,2,0,2,0,0,new
fa870f5f9659540cc48ee8ea16200bed,26,1,0,0,0,not_stated,0.0,1.0,1,0,0,0,0,new
fa870f5f9659540cc48ee8ea16200bed,26,1,0,0,0,pickup,591.0,0.0,1,0,1,0,1,old
8b739196b66b8168a63d016270bb59fd,29,1,0,0,0,pickup,363.0,0.0,1,0,1,0,0,new
ba1abb0345153e6b2b61162f2879235f,23,1,0,0,0,pickup,271.0,0.0,1,0,1,0,1,new
1d4f6a5d05b198f7ef03f4bf719fc232,47,0,0,0,0,delivery,107.0,0.0,1,0,1,0,0,new
55c07866a0114120d7fd77449bd8a1ba,22,1,0,0,0,pickup,51.0,0.0,1,0,0,0,0,new
9d13986b64cfdc6c125ef11f2ff1b737,47,0,0,0,0,pickup,491.0,0.0,2,0,2,0,1,new
87170aac5988e7f09d334e3aaeaaffd2,20,1,0,0,0,pickup,175.0,0.0,1,0,1,0,1,new
2837f0d0d523e7bf93e483a639f59a4b,21,0,0,0,0,pickup,239.5,0.0,2,0,2,0,0,new
ccf17ced9491914b08a0d5612c68b82f,41,1,0,0,0,pickup,234.0,0.0,1,0,0,0,0,new
908f87a9eee98f901c81e80633979c40,32,0,0,0,0,pickup,95.0,0.0,1,0,1,0,0,new
219286429c415691b024060fb296faaa,41,1,0,0,0,pickup,185.0,0.0,1,0,1,0,0,new
7b8bf7dcd2f5011c6f817e49e8070ca9,31,1,0,0,0,pickup,16.0,0.75,4,0,4,0,0,new
ce6dae0e3cce328c66ca0e97986f1b7a,33,0,0,0,0,pickup,186.0,0.0,1,0,1,0,1,new
cb98cdb25e937a8bb5713abd70beb8e7,43,1,0,0,0,delivery,987.0,0.0,1,0,1,0,0,new
f6c8a2084bc481a163fed065143a9c84,40,1,0,0,0,pickup,141.5,0.0,2,0,2,0,1,old
9fb3febdecfe4a6d57929033752577bd,20,1,0,0,0,not_stated,0.0,1.0,1,0,0,0,0,new
9fb3febdecfe4a6d57929033752577bd,20,1,0,0,0,pickup,60.5,0.0,2,0,2,0,1,old
180c798f1e4237d2b5838ed8f7a2955e,20,1,0,0,0,not_stated,0.0,1.0,1,0,0,0,0,new
180c798f1e4237d2b5838ed8f7a2955e,20,1,0,0,0,pickup,60.5,0.0,2,0,2,0,1,old
4ca07d1a960885b5a1b9501117a5d32a,49,1,0,0,0,pickup,69.0,0.0,1,0,0,0,0,new
921ba3cb435eac53d3781a965d2fb36b,22,1,0,0,0,delivery,57.0,0.0,1,0,1,0,0,new
ddba5b9d45a96931d33cfe2e4db14fe8,25,1,0,0,0,pickup,64.5,0.0,2,0,2,0,1,old
7ac57acb9725b5759975cc22050ffdff,28,0,0,0,0,pickup,110.0,0.0,1,0,0,0,0,new
f6ad17a5e964f1636da0c397a1f5bd68,42,1,0,0,0,pickup,115.0,0.0,1,0,1,0,0,old
a15112f21901cb4f0178b0dace4982e7,22,0,0,0,0,pickup,40.0,0.0,1,0,1,0,0,new
5def2e9a53fc3af000825c86acd7b09f,35,1,0,0,0,pickup,121.0,0.0,1,0,0,0,0,new
6b73a9525921e544062e1e3cfdf21384,38,1,0,0,0,pickup,222.0,0.0,1,0,1,0,1,old
ac8b7fb489c9e90514c37e18989356c4,31,1,0,0,0,not_stated,0.0,1.0,1,0,0,0,0,new
ac8b7fb489c9e90514c37e18989356c4,31,1,0,0,0,pickup,39.75,0.0,4,0,4,0,0,old
ee1d4fba6ccf8b51b3cf1203428e00d2,33,1,0,0,0,pickup,4.0,0.0,1,0,1,0,0,old
ee1d4fba6ccf8b51b3cf1203428e00d2,33,1,0,0,0,delivery,125.0,0.0,1,0,1,0,0,new
3880dd94a2d713a9e6a54d2cd44f6dff,23,1,0,0,0,delivery,59.0,0.0,1,0,1,0,0,new
c3cf5c40c7c274403759ea7b480553ed,41,0,0,0,0,delivery,156.0,0.0,1,0,1,0,0,new
11e26270bc51c4aad1da04384577ddab,30,0,0,0,0,pickup,112.0,0.0,1,0,1,0,1,new
9d36527e4dbd9e7d13b1e15d0ba8a863,33,0,0,0,0,not_stated,34.0,0.0,1,1,0,0,0,new
9d36527e4dbd9e7d13b1e15d0ba8a863,33,0,0,0,0,delivery,905.0,0.0,1,0,1,0,0,old
4d4e3a927d260bd4d52d630dbc2be763,39,1,0,0,0,pickup,455.0,0.0,1,0,1,0,1,new
aee510a3b6a1807c0fd68aded3838060,26,0,0,0,0,pickup,74.0,0.0,1,0,0,0,0,new
50f52ce319efefe6e38cdc45a4a94ead,25,1,0,0,0,pickup,262.0,0.0,1,0,0,0,0,new
36ca1e3b65f87bd04f5471a33e3d9ec8,35,1,0,0,0,pickup,172.0,0.0,1,0,1,0,0,new
699c23071a1f1b0164b507e01f46c012,29,1,0,0,0,delivery,30.5,0.0,2,0,2,0,0,new
5af8275875da3e50697c361088bf7068,37,0,0,0,0,pickup,138.0,0.0,1,0,0,0,0,new
14612b54fff861bfc0072ad717189d89,25,1,0,0,0,pickup,234.0,0.0,1,0,1,0,1,new
5011d36b384629ca2b9237eb85f3a526,31,1,0,0,0,delivery,89.0,0.0,1,0,1,0,0,new
f8b7198ef3f4d1c4d82e7dd3da32e444,37,0,0,0,0,pickup,115.0,0.0,2,0,2,0,1,new
c0c04954750cac00470f8988ead0fbf1,34,0,0,0,0,pickup,42.0,0.0,1,0,0,0,0,new
74cd95f3775dc0cd8fa86cc2044a05e4,29,1,0,0,0,pickup,196.0,0.0,1,0,1,0,1,new
f00859d3cce28f9099cc7d78e3d96956,31,1,0,0,0,pickup,889.0,0.0,1,0,1,0,0,new
7def3bd6209bba9bc95e46e6559df01c,21,0,0,0,0,pickup,32.0,0.0,1,0,0,0,0,new
82271451a892556e96ce3fbdabb83b69,38,1,0,0,0,pickup,163.0,0.0,1,0,0,0,0,new
a71a435bd77634057f722ab5ce011e15,32,1,0,0,0,pickup,92.0,0.0,1,0,0,0,0,new
763a33253c57d7bed94679bdedc84848,49,1,0,0,0,pickup,101.0,0.0,1,0,0,0,0,old
d5f57bd257ebea079ff30744b942f08d,60,0,0,0,0,pickup,96.0,0.0,1,0,1,0,0,new
55080ac6942d2053668c717b77b5faa3,37,1,0,0,0,pickup,218.0,0.0,1,0,0,0,0,new
9a575fea468c7f3b1c2c8a327502e72c,28,1,0,0,0,pickup,45.5,0.5,2,0,2,0,0,new
9624d79c21da5e1afbcee0d2351bb305,38,1,0,0,0,pickup,95.0,0.0,1,0,0,0,0,new
0103d995ecbecdf04e55a95f83442226,21,0,0,0,0,pickup,100.0,0.0,1,0,1,0,1,new
0782dccfff418df9642c7cbfa07d90ed,53,0,0,0,0,delivery,103.0,0.0,1,0,1,0,0,new
6598826f019f78051bd32d33033bead6,34,0,0,0,0,pickup,78.0,0.0,1,0,1,0,0,new
cc6bc723ea0a38b98ec7eced2f015b2b,28,1,0,0,0,pickup,175.0,0.0,3,1,3,0,0,new
94718a820089f1e29b4171629b13b879,34,1,0,0,0,not_stated,89.0,0.0,1,0,0,0,0,new
46a825243a7e4040c2098cdf85fc34ee,39,1,0,0,0,pickup,65.5,0.0,4,0,4,0,0,new
c0a3d20c034376caae38d15ac9a84866,33,1,0,0,0,pickup,422.0,0.0,1,0,1,0,1,new
d0f212568ef59250c80149a49455f217,31,1,0,0,0,pickup,170.0,0.0,1,0,1,0,1,new
63cfa9922fec0fe3ca68780d9493ee87,30,1,0,0,0,pickup,86.0,0.0,2,0,2,0,0,new
e1e1255b7f380e695ebdb8fb2307c104,25,1,0,0,0,pickup,122.0,0.0,1,0,0,0,0,new
ef432facdcf65f5979181ca356ba0376,21,1,0,0,0,pickup,105.0,0.0,2,0,2,0,1,new
b6b609d660c75c2a14b073c4c877e9f6,25,1,0,0,0,delivery,176.0,0.0,1,0,1,0,0,old
b6b609d660c75c2a14b073c4c877e9f6,25,1,0,0,0,not_stated,308.0,0.75,4,0,0,0,0,new
f48271aa164d683a02eb444004fd6904,35,1,0,0,0,pickup,442.0,0.0,1,0,1,0,1,new
7c013888a4a446afb33a56c0337256f4,35,0,0,0,0,pickup,118.0,0.0,1,0,1,0,0,new
846268a04c9636e6eafb5361fdec585e,24,0,0,0,0,pickup,529.0,0.0,1,0,0,0,0,new
1d9e0d5177374324df1044f78fe8d11d,24,1,0,0,0,delivery,83.0,0.0,1,0,1,0,0,new
cbc2caeff83baff4c25a27e741eceecd,36,1,0,0,0,pickup,204.0,0.0,1,0,1,0,1,new
5373dcb65fa05fb67e82a60206d7f6cd,26,1,0,0,0,not_stated,0.0,1.0,1,0,0,0,0,new
896f20c721eff4d61bf3cfd8f39ab7fb,31,1,0,0,0,pickup,78.0,0.0,1,0,0,0,0,new
9c0c047e2d3fa2630717bd7836f7640d,25,1,0,0,0,delivery,121.0,0.0,1,0,1,0,0,new
2dcfa375771a1389f279e35904dee70e,38,1,0,0,0,delivery,403.0,0.0,1,0,1,0,0,new
2a478890f9806deb3fb34523bca30335,24,0,0,0,0,pickup,89.0,0.0,1,0,0,0,0,new
741e93f2df5a20661133756e22bc47af,36,0,0,0,0,pickup,76.0,0.0,1,0,0,0,0,new
c26997687a8ab89fa8500fd0670349df,39,0,0,0,0,pickup,239.0,0.0,1,1,1,0,0,old
1ded2b8709fdb41e3108d3b4701c588a,40,0,0,0,0,not_stated,0.0,1.0,1,0,0,0,0,new
1ded2b8709fdb41e3108d3b4701c588a,40,0,0,0,0,pickup,175.0,0.0,1,0,1,0,0,old
068ae0cdcc9210feea07afb1799e5211,47,0,0,0,0,pickup,224.0,0.0,1,0,1,0,1,new
da4994429f5b5380f29b1567c2051457,30,1,0,0,0,pickup,77.0,0.0,1,0,0,0,0,old
ef7ae998894e3b708975a5728d3a14fa,21,1,0,0,0,delivery,56.0,0.0,1,0,1,0,0,new
d1ea4d65efb40f0429123defb926370b,31,1,0,0,0,delivery,1159.0,0.0,1,0,1,0,0,new
19308e909afecad09ff0070e4f62498d,28,1,0,0,0,pickup,107.0,0.0,1,0,0,0,0,new
a6ad922490bf70ccf02442429e96f9a4,40,0,0,0,0,pickup,116.0,0.0,1,0,1,0,0,new
83926b4569820df36256899b70f8c364,50,1,0,0,0,pickup,253.0,0.0,1,0,0,0,0,new
d36bb2c1e4949c0dd2829a6fa8274549,48,1,0,0,0,pickup,191.5,0.0,2,0,2,0,0,new
f5f4bca8ebe229efa3614aa673290f00,22,1,0,0,0,not_stated,0.0,1.0,1,0,0,0,0,old
f5f4bca8ebe229efa3614aa673290f00,22,1,0,0,0,pickup,173.0,0.0,2,0,2,0,0,new
64d338c4c0cf1e8a49f2fe597e49b3b0,31,1,0,0,0,delivery,73.0,0.0,1,0,1,0,0,new
85992a67d62e9e4362c776d01bbb578b,27,1,0,0,0,pickup,133.0,0.0,1,0,0,0,0,new
08df5f4d3e11f86f6f8295cb951efd3e,26,1,0,0,0,pickup,42.0,0.0,1,0,0,0,0,new
54854444b2f21915203b9800c35fe773,41,0,0,0,0,not_stated,0.0,1.0,1,0,0,0,0,old
54854444b2f21915203b9800c35fe773,41,0,0,0,0,pickup,85.0,0.0,1,0,1,0,0,new
a3fe3f459b4635c929749c150b857452,36,1,0,0,0,pickup,270.5,0.0,2,0,2,0,0,new
1a511a8890817f8bd102143d330b8e82,39,0,0,0,0,pickup,84.0,0.0,1,0,1,0,0,new
01e8e00dd67f98c9065bc26e21024b3f,51,1,0,0,0,pickup,195.0,0.0,1,0,0,0,0,new
837a4885653732ebf62e4fb830bb9af9,31,1,0,0,0,pickup,198.0,0.0,1,0,0,0,0,new
e8eea2e28174a0747d95f26ef984828a,32,1,0,0,0,pickup,143.0,0.0,1,0,1,0,1,new
91ba0c29ff31c74f22bf70d94924fedf,37,1,0,0,0,delivery,120.0,0.0,1,0,1,0,0,new
3ea6015b3056687b95d97139ee156a28,20,1,0,0,0,pickup,279.0,0.0,1,0,1,0,1,new
7dccfb47e1850542a09a3519227a7207,30,1,0,0,0,pickup,243.0,0.0,1,0,1,0,1,new
5b5a4a5872a10beff302c6d92d9ff7e9,33,1,0,0,0,delivery,107.0,0.0,1,0,1,0,0,new
48d3239c906c706671d4ff0300588a9b,31,1,0,0,0,pickup,69.0,0.0,1,0,0,0,0,new
fdb90a5d8df51256de929f1abaa21b24,33,0,0,0,0,pickup,92.0,0.0,1,0,0,0,0,new
3dd7f05e8b3e82fdaceed6931d447938,38,0,0,0,0,pickup,132.0,0.0,1,0,0,0,0,new
06d693c80045ecfcaf8de70fa80de53f,30,0,0,0,0,not_stated,486.0,0.0,1,0,0,0,0,new
06d693c80045ecfcaf8de70fa80de53f,30,0,0,0,0,pickup,109.0,0.0,1,0,0,0,0,old
28bf9300e5d9a2b7cf7271cb39abcffb,26,0,0,0,0,pickup,179.0,0.0,1,0,1,0,1,new
6cc7d0b0351766b44c74c2a53b2c968b,24,1,0,0,0,pickup,63.0,0.0,1,0,0,0,0,new
074ef3c16cee25b326eac6c8d75c0e7c,26,1,0,0,0,not_stated,47.0,0.0,1,0,0,0,0,old
074ef3c16cee25b326eac6c8d75c0e7c,26,1,0,0,0,pickup,86.0,0.0,2,0,2,0,0,old
074ef3c16cee25b326eac6c8d75c0e7c,26,1,0,0,0,delivery,121.0,0.0,1,0,1,0,0,new
4487a4fcd9049f72b40c9b64a341c13c,27,1,0,0,0,pickup,174.0,0.0,1,0,0,0,0,old
ae62e31cd84025d1f7ca160b1ec2fdd5,40,1,0,0,0,pickup,658.0,0.0,1,0,1,0,0,old
8ef1a05af0ea439bc1acc193ed8a6e04,22,1,0,0,0,pickup,169.0,0.0,1,0,1,0,1,new
76f0ddd34e08a9060c1c3f500d27066d,22,1,0,0,0,pickup,180.0,0.0,1,0,0,0,0,new
ec57b3912a1f7fde6c25e9645e69b1ed,32,1,0,0,0,pickup,134.0,0.0,2,0,2,0,1,new
fb35892edb2036dd15d020671b026d25,22,1,0,0,0,delivery,49.0,0.0,1,0,1,0,0,old
fb35892edb2036dd15d020671b026d25,22,1,0,0,0,not_stated,48.0,0.0,1,0,0,0,0,new
7ffc6e463ebaf273e610e3b936fbf54d,25,0,0,0,0,delivery,123.0,0.0,1,0,1,0,0,new
cc3b2b00560bbd6f84b36c9bd73e7c3d,47,1,0,0,0,pickup,52.333333333333336,0.0,3,0,3,0,0,new
b265f9cf4062b31ecf6eaaa524ec4200,20,1,0,0,0,not_stated,0.0,1.0,1,0,0,0,0,new
b265f9cf4062b31ecf6eaaa524ec4200,20,1,0,0,0,pickup,191.0,0.0,1,0,1,0,0,old
4e8994659e83f82f89a1fb0839d51d26,45,1,0,0,0,pickup,68.0,0.0,1,0,1,0,0,new
f797f68fb59afb0e3733a24d57536ada,24,0,0,0,0,pickup,38.0,0.0,1,0,0,0,0,new
d50320a08ca839f111a69ccb09ab5e2f,32,0,0,0,0,pickup,158.0,0.0,1,0,1,0,0,old
6cff95ac92d41e277006b4ad7cf46ac2,40,1,0,0,0,pickup,143.0,0.0,1,0,0,0,0,new
5cdcdc19dacba005cdb0afefd570eea9,46,0,0,0,0,pickup,188.0,0.0,1,0,1,0,1,new
ce87e0b3afc90f18dffefeaa6dbc6e05,23,1,0,0,0,pickup,193.0,0.0,1,0,1,0,0,new
4de159256ce7de1077b4f3a797c0f27d,28,1,0,0,0,pickup,80.0,0.0,1,0,0,0,0,new
44f632885ca81e4600258c5ca9c7b074,32,1,0,0,0,pickup,104.0,0.0,1,0,0,0,0,new
68215b9a5759a4767dd1b0a4c112c7b6,21,0,0,0,0,pickup,102.0,0.0,1,0,0,0,0,new
f96a75ed474192140e830bafb07377f4,60,1,0,0,0,pickup,50.333333333333336,0.0,3,0,3,0,0,new
